Type,Model,GPU,Run,Metric,Value,Source
Local,Mistral-7B-v0.3,H200,9,Energy,0.359956,local_mistral
Local,Mistral-7B-v0.3,H200,10,Energy,0.366967,local_mistral
Local,Mistral-7B-v0.3,H200,1,Time,00:27:38,local_mistral
Local,Mistral-7B-v0.3,H200,2,Time,00:27:38,local_mistral
Local,Mistral-7B-v0.3,H200,3,Time,00:27:44,local_mistral
Local,Mistral-7B-v0.3,H200,4,Time,00:27:36,local_mistral
Local,Mistral-7B-v0.3,H200,5,Time,00:27:46,local_mistral
Local,Mistral-7B-v0.3,H200,6,Time,00:27:45,local_mistral
Local,Mistral-7B-v0.3,H200,7,Time,00:27:47,local_mistral
Local,Mistral-7B-v0.3,H200,8,Time,00:27:36,local_mistral
Local,Mistral-7B-v0.3,H200,9,Time,00:27:47,local_mistral
Local,Mistral-7B-v0.3,H200,10,Time,00:27:47,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,1,CO2eq,178.042602,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,2,CO2eq,182.559688,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,3,CO2eq,176.367523,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,4,CO2eq,180.567348,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,5,CO2eq,186.069318,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,6,CO2eq,177.653294,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,7,CO2eq,182.579358,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,8,CO2eq,176.551015,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,9,CO2eq,181.511976,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,10,CO2eq,187.093075,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Distance,1.65621,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Distance,1.69823,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Distance,1.640628,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Distance,1.679696,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Distance,1.730877,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Distance,1.652589,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Distance,1.698413,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Distance,1.642335,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Distance,1.688483,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Distance,1.740401,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Energy,0.467364,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Energy,0.479222,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Energy,0.462967,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Energy,0.473992,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Energy,0.488434,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Energy,0.466342,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Energy,0.479273,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Energy,0.463449,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Energy,0.476471,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Energy,0.491122,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Time,01:02:44,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Time,01:02:45,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Time,01:02:40,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Time,01:02:51,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Time,01:02:32,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Time,01:02:43,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Time,01:02:36,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Time,01:02:46,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Time,01:02:47,local_mistral
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Time,01:02:27,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,1,CO2eq,188.032251,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,2,CO2eq,186.212813,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,3,CO2eq,187.13626,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,4,CO2eq,187.046913,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,5,CO2eq,187.88082,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,6,CO2eq,185.781407,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,7,CO2eq,188.268569,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,8,CO2eq,186.428326,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,9,CO2eq,190.297005,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,10,CO2eq,188.714101,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Distance,1.749137,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Distance,1.732212,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Distance,1.740802,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Distance,1.739971,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Distance,1.747729,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Distance,1.728199,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Distance,1.751336,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Distance,1.734217,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Distance,1.770205,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Distance,1.75548,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Energy,0.493587,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Energy,0.488811,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Energy,0.491235,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Energy,0.491001,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Energy,0.49319,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Energy,0.487679,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Energy,0.494207,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Energy,0.489377,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Energy,0.499532,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Energy,0.495377,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Time,00:58:21,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Time,00:58:28,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Time,00:59:13,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Time,00:59:03,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Time,00:58:24,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Time,00:58:23,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Time,00:58:30,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Time,00:58:25,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Time,00:58:28,local_mistral
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Time,00:58:34,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,1,CO2eq,161.594329,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,2,CO2eq,160.596514,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,3,CO2eq,162.219718,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,4,CO2eq,160.920965,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,5,CO2eq,162.305163,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,6,CO2eq,161.784935,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,7,CO2eq,162.353461,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,8,CO2eq,161.610029,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,9,CO2eq,160.536979,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,10,CO2eq,161.690244,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Distance,1.503203,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Distance,1.493921,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Distance,1.509021,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Distance,1.496939,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Distance,1.509815,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Distance,1.504976,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Distance,1.510265,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Distance,1.503349,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Distance,1.493367,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Distance,1.504095,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Energy,0.424187,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Energy,0.421568,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Energy,0.425829,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Energy,0.42242,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Energy,0.426053,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Energy,0.424688,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Energy,0.42618,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Energy,0.424228,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Energy,0.421412,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Energy,0.424439,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Time,01:04:59,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Time,01:04:38,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Time,01:05:16,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Time,01:04:48,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Time,01:05:08,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Time,01:05:03,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Time,01:05:17,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Time,01:04:56,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Time,01:04:40,local_mistral
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Time,01:05:02,local_mistral
Local,Mistral-Nemo-Base-2407,H100,1,CO2eq,163.317781,local_mistral
Local,Mistral-Nemo-Base-2407,H100,2,CO2eq,164.523573,local_mistral
Local,Mistral-Nemo-Base-2407,H100,3,CO2eq,168.177892,local_mistral
Local,Mistral-Nemo-Base-2407,H100,4,CO2eq,168.476332,local_mistral
Local,Mistral-Nemo-Base-2407,H100,5,CO2eq,162.7951,local_mistral
Local,Mistral-Nemo-Base-2407,H100,6,CO2eq,164.658558,local_mistral
Local,Mistral-Nemo-Base-2407,H100,7,CO2eq,168.525152,local_mistral
Local,Mistral-Nemo-Base-2407,H100,8,CO2eq,167.358789,local_mistral
Local,Mistral-Nemo-Base-2407,H100,9,CO2eq,163.097263,local_mistral
Local,Mistral-Nemo-Base-2407,H100,10,CO2eq,164.577664,local_mistral
Local,Mistral-Nemo-Base-2407,H100,1,Distance,1.519235,local_mistral
Local,Mistral-Nemo-Base-2407,H100,2,Distance,1.530452,local_mistral
Local,Mistral-Nemo-Base-2407,H100,3,Distance,1.564446,local_mistral
Local,Mistral-Nemo-Base-2407,H100,4,Distance,1.567222,local_mistral
Local,Mistral-Nemo-Base-2407,H100,5,Distance,1.514373,local_mistral
Local,Mistral-Nemo-Base-2407,H100,6,Distance,1.531708,local_mistral
Local,Mistral-Nemo-Base-2407,H100,7,Distance,1.567676,local_mistral
Local,Mistral-Nemo-Base-2407,H100,8,Distance,1.556826,local_mistral
Local,Mistral-Nemo-Base-2407,H100,9,Distance,1.517184,local_mistral
Local,Mistral-Nemo-Base-2407,H100,10,Distance,1.530955,local_mistral
Local,Mistral-Nemo-Base-2407,H100,1,Energy,0.428711,local_mistral
Local,Mistral-Nemo-Base-2407,H100,2,Energy,0.431877,local_mistral
Local,Mistral-Nemo-Base-2407,H100,3,Energy,0.441469,local_mistral
Local,Mistral-Nemo-Base-2407,H100,4,Energy,0.442253,local_mistral
Local,Mistral-Nemo-Base-2407,H100,5,Energy,0.427339,local_mistral
Local,Mistral-Nemo-Base-2407,H100,6,Energy,0.432231,local_mistral
Local,Mistral-Nemo-Base-2407,H100,7,Energy,0.442381,local_mistral
Local,Mistral-Nemo-Base-2407,H100,8,Energy,0.439319,local_mistral
Local,Mistral-Nemo-Base-2407,H100,9,Energy,0.428132,local_mistral
Local,Mistral-Nemo-Base-2407,H100,10,Energy,0.432019,local_mistral
Local,Mistral-Nemo-Base-2407,H100,1,Time,00:34:11,local_mistral
Local,Mistral-Nemo-Base-2407,H100,2,Time,00:33:45,local_mistral
Local,Mistral-Nemo-Base-2407,H100,3,Time,00:34:06,local_mistral
Local,Mistral-Nemo-Base-2407,H100,4,Time,00:34:01,local_mistral
Local,Mistral-Nemo-Base-2407,H100,5,Time,00:34:18,local_mistral
Local,Mistral-Nemo-Base-2407,H100,6,Time,00:33:25,local_mistral
Local,Mistral-Nemo-Base-2407,H100,7,Time,00:34:12,local_mistral
Local,Mistral-Nemo-Base-2407,H100,8,Time,00:34:14,local_mistral
Local,Mistral-Nemo-Base-2407,H100,9,Time,00:34:13,local_mistral
Local,Mistral-Nemo-Base-2407,H100,10,Time,00:33:26,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,1,CO2eq,139.724187,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,2,CO2eq,142.220032,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,3,CO2eq,140.142654,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,4,CO2eq,143.422995,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,5,CO2eq,142.315483,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,6,CO2eq,140.004203,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,7,CO2eq,142.450208,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,8,CO2eq,141.277864,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,9,CO2eq,143.651143,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,10,CO2eq,142.280776,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Distance,1.29976,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Distance,1.322977,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Distance,1.303653,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Distance,1.334167,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Distance,1.323865,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Distance,1.302365,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Distance,1.325118,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Distance,1.314213,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Distance,1.33629,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Distance,1.323542,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Energy,0.366778,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Energy,0.373329,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Energy,0.367876,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Energy,0.376487,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Energy,0.37358,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Energy,0.367513,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Energy,0.373934,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Energy,0.370856,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Energy,0.377086,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Energy,0.373489,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Time,00:37:02,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Time,00:37:17,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Time,00:37:07,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Time,00:37:29,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Time,00:37:24,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Time,00:37:04,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Time,00:37:23,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Time,00:37:18,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Time,00:37:29,local_mistral
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Time,00:37:16,local_mistral
Local,Mistral-Nemo-Base-2407,H200,1,CO2eq,162.698749,local_mistral
Local,Mistral-Nemo-Base-2407,H200,2,CO2eq,165.904236,local_mistral
Local,Mistral-Nemo-Base-2407,H200,3,CO2eq,162.124334,local_mistral
Local,Mistral-Nemo-Base-2407,H200,4,CO2eq,161.87584,local_mistral
Local,Mistral-Nemo-Base-2407,H200,5,CO2eq,162.481476,local_mistral
Local,Mistral-Nemo-Base-2407,H200,6,CO2eq,165.602215,local_mistral
Local,Mistral-Nemo-Base-2407,H200,7,CO2eq,162.40594,local_mistral
Local,Mistral-Nemo-Base-2407,H200,8,CO2eq,162.099703,local_mistral
Local,Mistral-Nemo-Base-2407,H200,9,CO2eq,162.811525,local_mistral
Local,Mistral-Nemo-Base-2407,H200,10,CO2eq,166.002222,local_mistral
Local,Mistral-Nemo-Base-2407,H200,1,Distance,1.513477,local_mistral
Local,Mistral-Nemo-Base-2407,H200,2,Distance,1.543295,local_mistral
Local,Mistral-Nemo-Base-2407,H200,3,Distance,1.508133,local_mistral
Local,Mistral-Nemo-Base-2407,H200,4,Distance,1.505822,local_mistral
Local,Mistral-Nemo-Base-2407,H200,5,Distance,1.511456,local_mistral
Local,Mistral-Nemo-Base-2407,H200,6,Distance,1.540486,local_mistral
Local,Mistral-Nemo-Base-2407,H200,7,Distance,1.510753,local_mistral
Local,Mistral-Nemo-Base-2407,H200,8,Distance,1.507904,local_mistral
Local,Mistral-Nemo-Base-2407,H200,9,Distance,1.514526,local_mistral
Local,Mistral-Nemo-Base-2407,H200,10,Distance,1.544207,local_mistral
Local,Mistral-Nemo-Base-2407,H200,1,Energy,0.427086,local_mistral
Local,Mistral-Nemo-Base-2407,H200,2,Energy,0.435501,local_mistral
Local,Mistral-Nemo-Base-2407,H200,3,Energy,0.425579,local_mistral
Local,Mistral-Nemo-Base-2407,H200,4,Energy,0.424926,local_mistral
Local,Mistral-Nemo-Base-2407,H200,5,Energy,0.426516,local_mistral
Local,Mistral-Nemo-Base-2407,H200,6,Energy,0.434708,local_mistral
Local,Mistral-Nemo-Base-2407,H200,7,Energy,0.426318,local_mistral
Local,Mistral-Nemo-Base-2407,H200,8,Energy,0.425514,local_mistral
Local,Mistral-Nemo-Base-2407,H200,9,Energy,0.427382,local_mistral
Local,Mistral-Nemo-Base-2407,H200,10,Energy,0.435758,local_mistral
Local,Mistral-Nemo-Base-2407,H200,1,Time,00:31:46,local_mistral
Local,Mistral-Nemo-Base-2407,H200,2,Time,00:32:02,local_mistral
Local,Mistral-Nemo-Base-2407,H200,3,Time,00:31:52,local_mistral
Local,Mistral-Nemo-Base-2407,H200,4,Time,00:31:49,local_mistral
Local,Mistral-Nemo-Base-2407,H200,5,Time,00:31:46,local_mistral
Local,Mistral-Nemo-Base-2407,H200,6,Time,00:32:04,local_mistral
Local,Mistral-Nemo-Base-2407,H200,7,Time,00:32:01,local_mistral
Local,Mistral-Nemo-Base-2407,H200,8,Time,00:31:56,local_mistral
Local,Mistral-Nemo-Base-2407,H200,9,Time,00:31:50,local_mistral
Local,Mistral-Nemo-Base-2407,H200,10,Time,00:31:57,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,CO2eq,180.987998,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,CO2eq,186.571228,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,CO2eq,180.534859,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,CO2eq,185.026746,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,CO2eq,190.687661,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,CO2eq,181.398791,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,CO2eq,186.805114,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,CO2eq,181.818245,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,CO2eq,185.837635,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,CO2eq,186.800038,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Distance,1.683609,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Distance,1.735546,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Distance,1.679394,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Distance,1.721179,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Distance,1.773839,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Distance,1.687431,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Distance,1.737722,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Distance,1.691333,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Distance,1.728722,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Distance,1.737675,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Energy,0.475096,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Energy,0.489752,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Energy,0.473906,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Energy,0.485698,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Energy,0.500558,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Energy,0.476174,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Energy,0.490366,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Energy,0.477275,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Energy,0.487826,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Energy,0.490353,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Time,01:04:22,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Time,01:04:23,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Time,01:04:34,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Time,01:04:27,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Time,01:04:11,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Time,01:04:39,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Time,01:04:32,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Time,01:04:21,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Time,01:04:19,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Time,01:04:23,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,CO2eq,192.491965,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,CO2eq,196.616636,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,CO2eq,193.033973,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,CO2eq,194.790359,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,CO2eq,195.028467,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,CO2eq,191.710204,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,CO2eq,191.192653,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,CO2eq,192.636152,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,CO2eq,190.951905,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,CO2eq,192.234145,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Distance,1.790623,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Distance,1.828992,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Distance,1.795665,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Distance,1.812003,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Distance,1.814218,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,Distance,1.783351,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,Distance,1.778536,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,Distance,1.791964,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,Distance,1.776297,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,Distance,1.788225,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Energy,0.505294,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Energy,0.516121,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Energy,0.506717,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Energy,0.511327,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Energy,0.511952,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,Energy,0.503242,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,Energy,0.501883,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,Energy,0.505672,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,Energy,0.501251,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,Energy,0.504617,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,Time,01:00:36,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,Time,01:00:17,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,Time,01:00:02,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,Time,01:00:36,local_mistral
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,Time,01:00:06,local_mistral
